OBJECTID,HUC_12,HUC12_Pop
101,010100040805,73.489705811400000
102,010100040901,289.898442239000019
103,010100040902,8.243862292059999
104,010100040903,15.510914031200000
105,010100040904,1201.011386229999971
106,010100040905,7.935246635570000
107,010100040906,0.000000000000000
108,010100040907,36.648888010100002
109,010100040908,1.998894679130000
110,010100040909,201.585764006999995
111,010100041001,1673.294632780000029
112,010100041002,0.000000000000000
113,010100041003,0.000000000000000
114,010100041004,9.396792398010000
115,010100041005,28.560666264799998
116,010100041006,263.912055968999994
117,010100041007,1488.086849900000061
118,010100041008,8273.778582529999767
119,010100041009,4112.872993639999549
120,010100041101,3978.963597169999957
121,010100041102,814.027980836999973
122,010100041103,136.132909802999990
123,010100041104,101.000266420000003
124,010100041105,8.974266771580000
125,010100041106,228.218640596999990
126,010100041107,94.890116064699995
127,010100041108,760.197758808999993
128,010100041109,1825.585036400000035
129,010100041110,1158.907581480000090
130,010100041111,74.394356796300002
131,010100041112,1682.980956690000085
132,010100041113,4458.130581309999798
133,010100050101,87.936898962900003
134,010100050102,1225.090187499999956
135,010100050201,1.529098522590000
136,010100050202,180.397615789000014
137,010100050203,592.907819982999968
138,010100050301,146.755358758000000
139,010100050302,589.321761807000030
140,010100050303,1126.727631709999969
141,010100050304,250.417412235999990
142,010100050305,842.252192622000052
143,010100050306,420.250624260999984
144,010100050307,5952.431487300000299
145,010100050308,174.693972470999995
146,010100060101,0.000000000000000
147,010100060102,0.000000000000000
148,010100060103,0.000000000000000
149,010100060104,0.000000000000000
150,010100060105,0.000000000000000
151,010100060106,0.000000000000000
152,010100060107,0.000000000000000
153,010100060108,0.061960041644900
154,010100060109,0.000000000000000
155,010100060201,0.570289612932000
156,010100060202,0.232369087898000
157,010100060203,0.338965493595000
158,010100060204,0.755748322842000
159,010100060205,0.215113292558000
160,010100060206,0.000000000000000
161,010100060207,0.096211724863700
162,010100060208,0.000000000000000
163,010100060305,0.000000000000000
164,010100060306,0.000000000000000
165,010100060307,0.000000000000000
166,010100060312,0.000000000000000
167,010100060313,0.000000000000000
168,010100070101,0.000000000000000
169,010100070102,0.000000000000000
170,010100070103,0.000000000000000
171,010100070204,0.608432034176000
172,010100070205,2.331220652690000
173,010100070206,0.000000000000000
174,010100070207,0.000000000000000
175,010100070208,2.526379353640000
176,010100070209,0.362073489465000
177,010100070301,0.171653542668000
178,010100070302,0.000000000000000
179,010100070303,0.000000000000000
180,010100070304,0.000000000000000
181,010100070305,0.000000000000000
182,010100070306,0.000000000000000
183,010100070401,0.000000000000000
184,010100070402,0.000000000000000
185,010100070403,0.000000000000000
186,010100070404,0.000000000000000
187,010100070405,0.000000000000000
188,010100070502,0.000000000000000
189,010100070503,0.000000000000000
190,010100070504,0.000000000000000
191,010100070505,0.000000000000000
192,010100070506,0.000000000000000
193,010100070507,0.000000000000000
194,010100070601,0.000000000000000
195,010100070602,0.000000000000000
196,010100070603,0.000000000000000
197,010100070604,0.000000000000000
198,010100070605,0.000000000000000
199,010100070606,0.000000000000000
200,010100070607,31.826034868400001
201,010100070701,0.000000000000000
202,010100070702,0.088052942228400
203,010100070703,14.897662323000000
204,010100080101,6.799447258980000
205,010100080102,331.961371935999978
206,010100080401,0.035093157610400
207,010100080403,0.000000000000000
208,010100080404,0.000000000000000
209,010100080405,2.964906829580000
210,010100080406,0.000000000000000
211,010100080407,0.469969079932000
212,010100080408,0.000000000000000
213,010100080503,499.643660226000009
214,010100080504,720.166736721000007
215,010100081107,1690.911161439999887
216,010100081108,2852.186703610000222
217,010100090601,1904.377945339999997
218,010100090603,606.257072923999999
219,010100090604,1212.947380659999908
220,010100090605,139.789933743999995
221,010100090607,546.999860064000018
222,010100090608,114.061276047000007
223,010100100101,229.673588029000001
224,010100100102,47.274815199700001
225,010100100201,1344.901445629999898
226,010100100202,1257.323885519999976
227,010100100203,332.778989481999986
228,010100100204,417.128195554999991
229,010100100205,540.623416947999999
230,010100100206,909.210976765000055
231,010100100207,9.256397597170000
232,010100110103,211.898562247999990
233,010200010101,0.120372287938000
234,010200010102,0.115968403625000
235,010200010103,0.235831899851000
236,010200010104,1.507108051260000
237,010200010105,3.368382389070000
238,010200010106,0.147654182283000
239,010200010201,8.999999817100001
240,010200010202,0.139504298803000
241,010200010203,0.088837334129500
242,010200010204,0.094739487274600
243,010200010205,0.000000000000000
244,010200010206,0.028494652073600
245,010200010207,0.048562504839200
246,010200010208,0.000000000000000
247,010200010209,0.000000000000000
248,010200010210,13.100858426200000
249,010200010301,0.000000000000000
250,010200010302,0.000000000000000
251,010200010303,0.000000000000000
252,010200010304,0.000000000000000
253,010200010305,0.000000000000000
254,010200010306,0.000000000000000
255,010200010307,4.321064618410000
256,010200010308,4.985523964330000
257,010200010401,0.000000000000000
258,010200010402,0.000000000000000
259,010200010403,0.000000000000000
260,010200010404,0.000000000000000
261,010200010501,0.000000000000000
262,010200010502,0.000000000000000
263,010200010503,0.000000000000000
264,010200010504,0.000000000000000
265,010200010505,0.000000000000000
266,010200010506,0.000000000000000
267,010200010507,0.112420171994000
268,010200010508,0.360473342036000
269,010200010509,2.104503008090000
270,010200010601,0.101115522468000
271,010200010602,0.295971450125000
272,010200010701,0.000000000000000
273,010200010702,0.814986663761000
274,010200010703,0.000000000000000
275,010200010704,0.000000000000000
276,010200010801,0.193821325913000
277,010200010802,0.177582600751000
278,010200010803,0.269029767391000
279,010200010804,0.085063602367900
280,010200010805,0.000000000000000
281,010200010901,0.051722530617600
282,010200010902,0.076921184432600
283,010200010903,0.000000000000000
284,010200010904,0.161108746170000
285,010200010905,139.328830374999995
286,010200010906,0.000000000000000
287,010200010907,15.338625246099999
288,010200011001,0.029434132906300
289,010200011002,0.000000000000000
290,010200011003,0.000000000000000
291,010200011004,47.460074792900002
292,010200011005,4180.640848889999688
293,010200011006,0.000329693459207
294,010200011007,2485.654700250000133
295,010200020101,0.000000000000000
296,010200020102,0.000000000000000
297,010200020103,0.000000000000000
298,010200020104,0.236168419749000
299,010200020105,0.434982148019000
300,010200020106,1.328898743410000
301,010200020107,0.066480777504700
302,010200020108,0.000000000000000
303,010200020201,0.000000000000000
304,010200020202,0.000000000000000
305,010200020203,0.000000000000000
306,010200020204,0.131621852912000
307,010200020205,1.147138761530000
308,010200020301,0.396903623987000
309,010200020302,5.862316812510000
310,010200020303,0.000000000000000
311,010200020304,0.248948333470000
312,010200020401,0.190607145330000
313,010200020402,0.087024114188800
314,010200020403,0.059425333699400
315,010200020404,0.583668932848000
316,010200020405,0.361749106279000
317,010200020406,0.021037997555600
318,010200020407,108.619087731999997
319,010200020408,7.651087293960000
320,010200020501,0.000000000000000
321,010200020502,0.000000000000000
322,010200020503,0.000000000000000
323,010200020504,87.512696775799995
324,010200020505,8.702850630530000
325,010200020506,0.000000000000000
326,010200020507,317.964253961999987
327,010200030101,0.312092723318000
328,010200030102,0.307804363390000
329,010200030103,44.927718286400001
330,010200030104,16.743557960000000
331,010200030105,177.522806698000011
332,010200030106,128.145886773000001
333,010200030107,1165.111106280000058
334,010200030108,111.161955551999995
335,010200030109,248.723803745999987
336,010200030110,224.777531715999999
337,010200030111,284.641168744000026
338,010200030112,8.464155561869999
339,010200030113,1.265896052270000
340,010200030201,130.431630963000003
341,010200030202,1054.089988389999917
342,010200030203,74.474664555399997
343,010200030204,72.328241501700006
344,010200030205,83.667566173599994
345,010200030301,86.224089277999994
346,010200030302,1.557672051040000
347,010200030303,118.584609854000007
348,010200030401,232.203975340999989
349,010200030402,305.462377273000016
350,010200030403,30.357172427999998
351,010200030404,382.080090988999984
352,010200030501,0.675440751498000
353,010200030502,40.273793071100002
354,010200030503,362.281120492000014
355,010200030504,3.094759808430000
356,010200030505,0.000000000000000
357,010200030506,61.080304555500000
358,010200030507,2.908974288940000
359,010200030508,11.799074932100000
360,010200030509,75.455578016600001
361,010200030510,4.845297749520000
362,010200030511,163.331641708000006
363,010200030601,418.327290394999977
364,010200030602,204.872200908999986
365,010200030603,570.585102449000033
366,010200030604,42.021745339200002
367,010200030605,118.891134018000002
368,010200030606,16.117503332999998
369,010200030607,243.865696998999994
370,010200030701,388.946741869999983
371,010200030702,211.548690588999989
372,010200030703,643.776700513000037
373,010200030704,352.697775837999984
374,010200040101,5.330556509210000
375,010200040102,0.000000000000000
376,010200040103,3.456975202260000
377,010200040104,121.391545407999999
378,010200040105,124.131504625000005
379,010200040106,247.751750550999986
380,010200040107,102.800810329000001
381,010200040108,9.276678728429999
382,010200040109,37.986953872800001
383,010200040110,209.834356576000005
384,010200040111,1131.521711039999900
385,010200040201,669.646311085999969
386,010200040202,1053.967502270000068
387,010200040203,3028.032902360000207
388,010200040204,624.714738431999990
389,010200040205,2114.845673429999806
